ID,Diver,Buddy,Site No.,Site Name,Latitude,Longitude,Date,vis,Direction,Time,P-Qs,Depth,Method,Block,Code,Species,Common name,Total,Inverts,2.5,5,7.5,10,12.5,15,20,25,30,35,40,50,62.5,75,87.5,100,112.5,125,137.5,150,162.5,175,187.5,200,250,300,350,400
10,Claire Attridge,Kieran Cox,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,2,2,hka,Haliotis kamtschatkana,Pinto abalone,16,0,4,8,4,,,,,,,,,,,,,,,,,,,,,,,,,
11,Claire Attridge,Kieran Cox,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,2,2,ami,Acmaea mitra,Whitecap limpet,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Claire Attridge,Kieran Cox,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,2,2,oko,Orthasterias koehleri,Rainbow star,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Claire Attridge,Kieran Cox,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,2,2,das,Diodora aspera,Rough keyhole limpet,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Claire Attridge,Kieran Cox,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,2,2,dim,Dermasterias imbricata,Leather star,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Claire Attridge,Kieran Cox,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,2,2,ahu,Acanthodoris hudsoni,Hudson's horned dorid,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Claire Attridge,Kieran Cox,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,2,2,aca,Apostichopus californicus,California sea cucumber,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Claire Attridge,Kieran Cox,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,2,2,hpu,Henricia pumila,Dwarf mottled henricia,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Claire Attridge,Kieran Cox,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,2,2,etr,Evasterias troschelii,Mottled starfish,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Claire Attridge,Kieran Cox,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,2,2,cfo,Ceratostoma foliatum,Leafy hornmouth,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Claire Attridge,Kieran Cox,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,2,2,poc,Pisaster ochraceus,Purple sea star,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Claire Attridge,Kieran Cox,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,2,2,dez,Debris - Zero,No Debris found,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Kieran Cox,Claire Attridge,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,1,1,sme,Sebastes melanops,Black rockfish,19,0,,,1,15,3,,,,,,,,,,,,,,,,,,,,,,,
23,Kieran Cox,Claire Attridge,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,1,1,opi,Oxylebius pictus,Painted greenling,6,0,,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,
24,Kieran Cox,Claire Attridge,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,1,1,rni,Rhinogobiops nicholsii,Blackeye goby,27,0,,2,4,11,10,,,,,,,,,,,,,,,,,,,,,,,
25,Kieran Cox,Claire Attridge,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,1,1,sebastes,Sebastes spp.,Unidentified rockfish,5,0,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,
26,Kieran Cox,Claire Attridge,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,1,1,hde,Hexagrammos decagrammus,Kelp greenling,12,0,,,,1,1,5,3,2,,,,,,,,,,,,,,,,,,,,
27,Kieran Cox,Claire Attridge,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,1,1,hexagrammos,Hexagrammos spp.,Unidentified greenling,2,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Kieran Cox,Claire Attridge,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,1,1,bfr,Brachyistius frenatus,Kelp perch,2,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
29,Kieran Cox,Claire Attridge,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,1,1,rva,Rhacochilus vacca,Pile perch,9,0,,,,,5,4,,,,,,,,,,,,,,,,,,,,,,
30,Kieran Cox,Claire Attridge,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,1,1,cag,Cymatogaster aggregata,Shiner perch,85,0,,,,20,65,,,,,,,,,,,,,,,,,,,,,,,
31,Kieran Cox,Claire Attridge,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,1,1,cag,Cymatogaster aggregata,Shiner perch,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
32,Kieran Cox,Claire Attridge,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,0,1,cpa,Clupea pallasii,Pacific Herring,600,0,200,400,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Kieran Cox,Claire Attridge,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,0,1,oncorhynchus,Oncorhynchus spp.,Unidentified pacific salmon,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Kieran Cox,Claire Attridge,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,2,1,pmi,Patiria miniata,Bat star,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Kieran Cox,Claire Attridge,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,2,1,oko,Orthasterias koehleri,Rainbow star,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Kieran Cox,Claire Attridge,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,2,1,mfra,Mesocentrotus franciscanus,Red sea urchin,190,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Kieran Cox,Claire Attridge,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,2,1,hka,Haliotis kamtschatkana,Pinto abalone,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Kieran Cox,Claire Attridge,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,2,1,aca,Apostichopus californicus,California sea cucumber,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Kieran Cox,Claire Attridge,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,2,1,rni,Rhinogobiops nicholsii,Blackeye goby,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Kieran Cox,Claire Attridge,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,2,1,das,Diodora aspera,Rough keyhole limpet,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Kieran Cox,Claire Attridge,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,2,1,ami,Acmaea mitra,Whitecap limpet,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Kieran Cox,Claire Attridge,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,2,1,afl,Apodichthys flavidus,Penpoint gunnel,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
43,Kieran Cox,Claire Attridge,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,2,1,pla,Pholis laeta,Crescent gunnel,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
44,Kieran Cox,Claire Attridge,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,2,1,cgi,Crassadoma gigantea,Purple-hinged rock scallop,5,0,,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,
45,Kieran Cox,Claire Attridge,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,2,1,cfo,Ceratostoma foliatum,Leafy hornmouth,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Kieran Cox,Claire Attridge,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,2,1,pgi,Pomaulax gibberosus,Red turban snail,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Kieran Cox,Claire Attridge,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,2,1,dim,Dermasterias imbricata,Leather star,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Kieran Cox,Claire Attridge,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,2,1,lsc,Lottia scutum,Plate limpet,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Kieran Cox,Claire Attridge,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,2,1,phe,Pycnopodia helianthoides,Sunflower star,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
50,Kieran Cox,Claire Attridge,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,2,1,hle,Henricia leviuscula,Pacific blood star,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Kieran Cox,Claire Attridge,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,2,1,ppr,Pugettia producta,Northern kelp crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Kieran Cox,Claire Attridge,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,2,1,poc,Pisaster ochraceus,Purple sea star,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Kieran Cox,Claire Attridge,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,2,1,sfo,Stylasterias forreri,Velcro seastar,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Kieran Cox,Claire Attridge,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,2,1,cpr,Cancer productus,Red rock crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Kieran Cox,Claire Attridge,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,2,1,etr,Evasterias troschelii,Mottled starfish,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Kieran Cox,Claire Attridge,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,2,1,cgi,Crassadoma gigantea,Purple-hinged rock scallop,5,0,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
57,Kieran Cox,Claire Attridge,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,2,1,pgi,Pomaulax gibberosus,Red turban snail,42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Kieran Cox,Claire Attridge,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,2,1,hermit,Paguroidea spp.,Unidentified hermit crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Kieran Cox,Claire Attridge,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,2,1,jzo,Jordania zonope,Longfin sculpin,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Kieran Cox,Claire Attridge,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,2,1,lhe,Leptasterias hexactis,Six-rayed star,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Kieran Cox,Claire Attridge,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,04-07-2022,5,90,10:10,KDC,3.4,2,1,dez,Debris - Zero,No Debris found,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Claire Attridge,Kieran Cox,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,05-07-2022,3.5,90,10:04,KDC,3.1,1,2,rva,Rhacochilus vacca,Pile perch,7,0,,2,,1,2,1,1,,,,,,,,,,,,,,,,,,,,,
63,Claire Attridge,Kieran Cox,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,05-07-2022,3.5,90,10:04,KDC,3.1,1,2,ela,Embiotoca lateralis,Striped seaperch,7,0,,4,1,1,,1,,,,,,,,,,,,,,,,,,,,,,
64,Claire Attridge,Kieran Cox,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,05-07-2022,3.5,90,10:04,KDC,3.1,1,2,hde,Hexagrammos decagrammus,Kelp greenling,2,0,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
65,Claire Attridge,Kieran Cox,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,05-07-2022,3.5,90,10:04,KDC,3.1,1,2,bfr,Brachyistius frenatus,Kelp perch,3,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,
66,Claire Attridge,Kieran Cox,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,05-07-2022,3.5,90,10:04,KDC,3.1,1,2,opi,Oxylebius pictus,Painted greenling,2,0,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
67,Claire Attridge,Kieran Cox,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,05-07-2022,3.5,90,10:04,KDC,3.1,1,2,sme,Sebastes melanops,Black rockfish,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Claire Attridge,Kieran Cox,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,05-07-2022,3.5,90,10:04,KDC,3.1,1,2,sca,Sebastes caurinus,Copper rockfish,3,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
69,Claire Attridge,Kieran Cox,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,05-07-2022,3.5,90,10:04,KDC,3.1,1,2,afl,Aulorhynchus flavidus,Tube-snout,30,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Claire Attridge,Kieran Cox,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,05-07-2022,3.5,90,10:04,KDC,3.1,2,2,mfra,Mesocentrotus franciscanus,Red sea urchin,178,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Claire Attridge,Kieran Cox,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,05-07-2022,3.5,90,10:04,KDC,3.1,2,2,aca,Apostichopus californicus,California sea cucumber,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Claire Attridge,Kieran Cox,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,05-07-2022,3.5,90,10:04,KDC,3.1,2,2,pmi,Patiria miniata,Bat star,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Claire Attridge,Kieran Cox,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,05-07-2022,3.5,90,10:04,KDC,3.1,2,2,hermit,Paguroidea spp.,Unidentified hermit crab,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Claire Attridge,Kieran Cox,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,05-07-2022,3.5,90,10:04,KDC,3.1,2,2,cfo,Ceratostoma foliatum,Leafy hornmouth,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Claire Attridge,Kieran Cox,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,05-07-2022,3.5,90,10:04,KDC,3.1,2,2,edo,Enteroctopus dofleini,Giant pacific octopus,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Claire Attridge,Kieran Cox,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,05-07-2022,3.5,90,10:04,KDC,3.1,2,2,das,Diodora aspera,Rough keyhole limpet,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Claire Attridge,Kieran Cox,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,05-07-2022,3.5,90,10:04,KDC,3.1,2,2,spu,Strongylocentrotus purpuratus,Purple sea urchin,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Claire Attridge,Kieran Cox,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,05-07-2022,3.5,90,10:04,KDC,3.1,2,2,hka,Haliotis kamtschatkana,Pinto abalone,22,0,,10,8,4,,,,,,,,,,,,,,,,,,,,,,,,
79,Claire Attridge,Kieran Cox,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,05-07-2022,3.5,90,10:04,KDC,3.1,2,2,arh,Ascelichthys rhodorus,Rosylip sculpin,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
80,Claire Attridge,Kieran Cox,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,05-07-2022,3.5,90,10:04,KDC,3.1,2,2,rni,Rhinogobiops nicholsii,Blackeye goby,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Claire Attridge,Kieran Cox,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,05-07-2022,3.5,90,10:04,KDC,3.1,2,2,ami,Acmaea mitra,Whitecap limpet,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Claire Attridge,Kieran Cox,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,05-07-2022,3.5,90,10:04,KDC,3.1,2,2,ppr,Pugettia producta,Northern kelp crab,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Claire Attridge,Kieran Cox,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,05-07-2022,3.5,90,10:04,KDC,3.1,2,2,dim,Dermasterias imbricata,Leather star,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Claire Attridge,Kieran Cox,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,05-07-2022,3.5,90,10:04,KDC,3.1,2,2,etr,Evasterias troschelii,Mottled starfish,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Claire Attridge,Kieran Cox,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,05-07-2022,3.5,90,10:04,KDC,3.1,2,2,poc,Pisaster ochraceus,Purple sea star,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Claire Attridge,Kieran Cox,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,05-07-2022,3.5,90,10:04,KDC,3.1,2,2,cgi,Crassadoma gigantea,Purple-hinged rock scallop,4,0,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
87,Claire Attridge,Kieran Cox,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,05-07-2022,3.5,90,10:04,KDC,3.1,2,2,aha,Artedius harringtoni,Scalyhead sculpin,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Claire Attridge,Kieran Cox,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,05-07-2022,3.5,90,10:04,KDC,3.1,2,2,clu,Cadlina luteomarginata,Yellow-edge cadlina,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Claire Attridge,Kieran Cox,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,05-07-2022,3.5,90,10:04,KDC,3.1,2,2,dez,Debris - Zero,No Debris found,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Claire Attridge,Kieran Cox,KCCA3,Dodger Channel 1,48.83072,-125.19439,06-07-2022,2,0,10:08,KDC,2.2,1,1,rva,Rhacochilus vacca,Pile perch,32,0,,,,30,2,,,,,,,,,,,,,,,,,,,,,,,
91,Claire Attridge,Kieran Cox,KCCA3,Dodger Channel 1,48.83072,-125.19439,06-07-2022,2,0,10:08,KDC,2.2,1,1,sme,Sebastes melanops,Black rockfish,2,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
92,Claire Attridge,Kieran Cox,KCCA3,Dodger Channel 1,48.83072,-125.19439,06-07-2022,2,0,10:08,KDC,2.2,1,1,hde,Hexagrammos decagrammus,Kelp greenling,6,0,,1,,2,1,1,1,,,,,,,,,,,,,,,,,,,,,
93,Claire Attridge,Kieran Cox,KCCA3,Dodger Channel 1,48.83072,-125.19439,06-07-2022,2,0,10:08,KDC,2.2,1,1,cpa,Clupea pallasii,Pacific Herring,400,0,400,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Claire Attridge,Kieran Cox,KCCA3,Dodger Channel 1,48.83072,-125.19439,06-07-2022,2,0,10:08,KDC,2.2,1,1,sebastes,Sebastes spp.,Unidentified rockfish,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Claire Attridge,Kieran Cox,KCCA3,Dodger Channel 1,48.83072,-125.19439,06-07-2022,2,0,10:08,KDC,2.2,1,1,afl,Aulorhynchus flavidus,Tube-snout,20,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Claire Attridge,Kieran Cox,KCCA3,Dodger Channel 1,48.83072,-125.19439,06-07-2022,2,0,10:08,KDC,2.2,2,1,mfra,Mesocentrotus franciscanus,Red sea urchin,110,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Claire Attridge,Kieran Cox,KCCA3,Dodger Channel 1,48.83072,-125.19439,06-07-2022,2,0,10:08,KDC,2.2,2,1,pgi,Pomaulax gibberosus,Red turban snail,92,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Claire Attridge,Kieran Cox,KCCA3,Dodger Channel 1,48.83072,-125.19439,06-07-2022,2,0,10:08,KDC,2.2,2,1,aca,Apostichopus californicus,California sea cucumber,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Claire Attridge,Kieran Cox,KCCA3,Dodger Channel 1,48.83072,-125.19439,06-07-2022,2,0,10:08,KDC,2.2,2,1,pmi,Patiria miniata,Bat star,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Claire Attridge,Kieran Cox,KCCA3,Dodger Channel 1,48.83072,-125.19439,06-07-2022,2,0,10:08,KDC,2.2,2,1,dim,Dermasterias imbricata,Leather star,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Claire Attridge,Kieran Cox,KCCA3,Dodger Channel 1,48.83072,-125.19439,06-07-2022,2,0,10:08,KDC,2.2,2,1,cpr,Cancer productus,Red rock crab,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Claire Attridge,Kieran Cox,KCCA3,Dodger Channel 1,48.83072,-125.19439,06-07-2022,2,0,10:08,KDC,2.2,2,1,ppr,Pugettia producta,Northern kelp crab,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Claire Attridge,Kieran Cox,KCCA3,Dodger Channel 1,48.83072,-125.19439,06-07-2022,2,0,10:08,KDC,2.2,2,1,rni,Rhinogobiops nicholsii,Blackeye goby,2,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Claire Attridge,Kieran Cox,KCCA3,Dodger Channel 1,48.83072,-125.19439,06-07-2022,2,0,10:08,KDC,2.2,2,1,aha,Artedius harringtoni,Scalyhead sculpin,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Claire Attridge,Kieran Cox,KCCA3,Dodger Channel 1,48.83072,-125.19439,06-07-2022,2,0,10:08,KDC,2.2,2,1,etr,Evasterias troschelii,Mottled starfish,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
