date,site,site_type,surveyor,buddy_pair,survey_complete,survey_direction,survey_type,transect_length_m,belt_start_depth_m,belt_end_depth_m,start_time,end_time,block,quadrat_distance_m,quad_depth_m,macroalgae,substrate,<2.5cm,2.5-5.0cm,5.0-7.5cm,7.5-10.0cm,10.0-12.5cm,12.5-15.0cm,unsized,comments,,,,,,,
2024-05-30,wizard_S,rocky,CB,CB_BM,yes,parallel,belt,20,7.3,7.3,17:27,17:47,left,NA,NA,no,bedrock,0,5,5,4,0,0,0,,,,,,,,
2024-05-30,wizard_S,rocky,CB,CB_BM,yes,parallel,quadrat,20,7.3,7.3,17:49,17:47,left,2,7.4,no,bedrock,0,1,0,0,0,0,0,,,,,,,,
2024-05-30,wizard_S,rocky,CB,CB_BM,yes,parallel,quadrat,20,7.3,7.3,17:49,17:47,left,6,7.7,no,cobble,1,0,0,0,0,0,0,,,,,,,,
2024-05-30,wizard_S,rocky,CB,CB_BM,yes,parallel,quadrat,20,7.3,7.3,17:49,17:47,left,10,7.7,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-30,wizard_S,rocky,CB,CB_BM,yes,parallel,quadrat,20,7.3,7.3,17:49,17:47,left,14,8,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-30,wizard_S,rocky,CB,CB_BM,yes,parallel,quadrat,20,7.3,7.3,17:49,17:47,left,18,8,no,bedrock,0,0,1,0,0,0,0,,,,,,,,
2024-05-30,wizard_S,rocky,AK,AK_EL,yes,perpendicular,belt,41,11.7,1.4,15:17,15:27,left,NA,NA,no,bedrock,0,1,3,1,0,0,0,,,,,,,,
2024-05-30,wizard_S,rocky,AK,AK_EL,yes,perpendicular,quadrat,41,11.7,1.4,15:28,15:57,left,0,1.5,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-30,wizard_S,rocky,AK,AK_EL,yes,perpendicular,quadrat,41,11.7,1.4,15:28,15:57,left,4,2.4,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-30,wizard_S,rocky,AK,AK_EL,yes,perpendicular,quadrat,41,11.7,1.4,15:28,15:57,left,8,3.6,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-30,wizard_S,rocky,AK,AK_EL,yes,perpendicular,quadrat,41,11.7,1.4,15:28,15:57,left,12,4.4,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-30,wizard_S,rocky,AK,AK_EL,yes,perpendicular,quadrat,41,11.7,1.4,15:28,15:57,left,16,5.8,no,bedrock,0,0,1,0,0,0,0,,,,,,,,
2024-05-30,wizard_S,rocky,AK,AK_EL,yes,perpendicular,quadrat,41,11.7,1.4,15:28,15:57,left,20,7.6,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-30,wizard_S,rocky,AK,AK_EL,yes,perpendicular,quadrat,41,11.7,1.4,15:28,15:57,left,24,8.5,no,sand,0,0,0,0,0,0,0,,,,,,,,
2024-05-30,wizard_S,rocky,AK,AK_EL,yes,perpendicular,quadrat,41,11.7,1.4,15:28,15:57,left,28,9.3,no,sand,0,0,0,0,0,0,0,,,,,,,,
2024-05-30,wizard_S,rocky,AK,AK_EL,yes,perpendicular,quadrat,41,11.7,1.4,15:28,15:57,left,32,9.4,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-30,wizard_S,rocky,AK,AK_EL,yes,perpendicular,quadrat,41,11.7,1.4,15:28,15:57,left,36,10.6,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-30,wizard_S,rocky,AK,AK_EL,yes,parallel,belt,20,7.8,6.9,17:37,17:48,right,NA ,NA ,no,bedrock,0,1,7,1,1,0,0,,,,,,,,
2024-05-30,wizard_S,rocky,AK,AK_EL,yes,parallel,quadrat,20,7.8,6.9,17:48,17:59,right,0,7.8,no,cobble,0,0,0,0,0,0,0,,,,,,,,
2024-05-30,wizard_S,rocky,AK,AK_EL,yes,parallel,quadrat,20,7.8,6.9,17:48,17:59,right,4,7.6,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-30,wizard_S,rocky,AK,AK_EL,yes,parallel,quadrat,20,7.8,6.9,17:48,17:59,right,8,7.3,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-30,wizard_S,rocky,AK,AK_EL,yes,parallel,quadrat,20,7.8,6.9,17:48,17:59,right,12,8,no,bedrock,0,0,1,0,1,0,0,,,,,,,,
2024-05-30,wizard_S,rocky,AK,AK_EL,yes,parallel,quadrat,20,7.8,6.9,17:48,17:59,right,16,6.9,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-30,wizard_S,rocky,EL,AK_EL,yes,perpendicular,belt,41,11.7,1.4,15:17,15:27,left,NA,NA,no,bedrock,0,1,2,2,0,0,0,,,,,,,,
2024-05-30,wizard_S,rocky,EL,AK_EL,yes,perpendicular,quadrat,41,11.7,1.4,15:28,15:57,left,2,2,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-30,wizard_S,rocky,EL,AK_EL,yes,perpendicular,quadrat,41,11.7,1.4,15:28,15:57,left,6,3,no,bedrock,0,0,1,0,0,0,0,,,,,,,,
2024-05-30,wizard_S,rocky,EL,AK_EL,yes,perpendicular,quadrat,41,11.7,1.4,15:28,15:57,left,10,3.9,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-30,wizard_S,rocky,EL,AK_EL,yes,perpendicular,quadrat,41,11.7,1.4,15:28,15:57,left,14,4.6,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-30,wizard_S,rocky,EL,AK_EL,yes,perpendicular,quadrat,41,11.7,1.4,15:28,15:57,left,18,6.2,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-30,wizard_S,rocky,EL,AK_EL,yes,perpendicular,quadrat,41,11.7,1.4,15:28,15:57,left,22,7.8,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-30,wizard_S,rocky,EL,AK_EL,yes,perpendicular,quadrat,41,11.7,1.4,15:28,15:57,left,26,8.8,no,sand,0,0,0,0,0,0,0,,,,,,,,
2024-05-30,wizard_S,rocky,EL,AK_EL,yes,perpendicular,quadrat,41,11.7,1.4,15:28,15:57,left,30,9.3,no,sand,0,0,0,0,0,0,0,,,,,,,,
2024-05-30,wizard_S,rocky,EL,AK_EL,yes,perpendicular,quadrat,41,11.7,1.4,15:28,15:57,left,34,9.9,no,sand,0,0,0,0,0,0,0,,,,,,,,
2024-05-30,wizard_S,rocky,EL,AK_EL,yes,perpendicular,quadrat,41,11.7,1.4,15:28,15:57,left,38,10.7,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-30,wizard_S,rocky,EL,AK_EL,yes,perpendicular,quadrat,41,11.7,1.4,15:28,15:57,left,40,11.4,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-30,wizard_S,rocky,EL,AK_EL,yes,parallel,belt,20,7.8,7.2,17:37,17:48,left,NA,NA,no,bedrock,0,2,5,2,0,0,0,,,,,,,,
2024-05-30,wizard_S,rocky,EL,AK_EL,yes,parallel,quadrat,20,7.8,7.2,17:48,17:59,left,2,8.1,no,sand,0,0,0,0,0,0,0,,,,,,,,
2024-05-30,wizard_S,rocky,EL,AK_EL,yes,parallel,quadrat,20,7.8,7.2,17:48,17:59,left,6,7.7,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-30,wizard_S,rocky,EL,AK_EL,yes,parallel,quadrat,20,7.8,7.2,17:48,17:59,left,10,7.7,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-30,wizard_S,rocky,EL,AK_EL,yes,parallel,quadrat,20,7.8,7.2,17:48,17:59,left,14,7.6,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-30,wizard_S,rocky,EL,AK_EL,yes,parallel,quadrat,20,7.8,7.2,17:48,17:59,left,18,7.2,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-30,wizard_N,rocky,ATV,HS_ATV,yes,perpendicular,belt,20,11.7,3.3,15:37,15:47,right,NA,NA,no,bedrock,0,0,0,0,0,0,3,did not size abalone in belt survey,,,,,,,
2024-05-30,wizard_N,rocky,ATV,HS_ATV,yes,perpendicular,quadrat,20,11.7,3.3,NA,NA,right,0,5.1,no,bedrock,0,0,0,0,0,0,0,did not record start and end times for quadrat survey,,,,,,,
2024-05-30,wizard_N,rocky,ATV,HS_ATV,yes,perpendicular,quadrat,20,11.7,3.3,NA,NA,right,4,7.5,no,bedrock,0,0,1,0,0,0,0,did not record start and end times for quadrat survey,,,,,,,
2024-05-30,wizard_N,rocky,ATV,HS_ATV,yes,perpendicular,quadrat,20,11.7,3.3,NA,NA,right,8,8.4,no,bedrock,0,1,0,0,0,0,0,did not record start and end times for quadrat survey,,,,,,,
2024-05-30,wizard_N,rocky,ATV,HS_ATV,yes,perpendicular,quadrat,20,11.7,3.3,NA,NA,right,12,9.6,no,bedrock,0,0,0,0,0,0,0,did not record start and end times for quadrat survey,,,,,,,
2024-05-30,wizard_N,rocky,ATV,HS_ATV,yes,perpendicular,quadrat,20,11.7,3.3,NA,NA,right,16,11.7,no,bedrock,0,0,0,0,0,0,0,did not record start and end times for quadrat survey,,,,,,,
2024-05-30,wizard_N,rocky,ATV,HS_ATV,yes,parallel,belt,20,7.5,7.8,17:32,17:45,left,NA,NA,no,bedrock,0,0,0,0,0,0,4,did not size abalone in belt survey,,,,,,,
2024-05-30,wizard_N,rocky,ATV,HS_ATV,yes,parallel,quadrat,20,7.5,7.8,NA,NA,left,0,7.2,no,bedrock,0,0,0,0,0,0,0,did not record start and end times for quadrat survey,,,,,,,
2024-05-30,wizard_N,rocky,ATV,HS_ATV,yes,parallel,quadrat,20,7.5,7.8,NA,NA,left,4,7.5,no,bedrock,0,0,0,1,0,0,0,did not record start and end times for quadrat survey,,,,,,,
2024-05-30,wizard_N,rocky,ATV,HS_ATV,yes,parallel,quadrat,20,7.5,7.8,NA,NA,left,8,7.8,no,bedrock,0,0,0,0,0,0,0,did not record start and end times for quadrat survey,,,,,,,
2024-05-30,wizard_N,rocky,ATV,HS_ATV,yes,parallel,quadrat,20,7.5,7.8,NA,NA,left,12,7.5,no,bedrock,0,0,0,0,0,0,0,did not record start and end times for quadrat survey,,,,,,,
2024-05-30,wizard_N,rocky,ATV,HS_ATV,yes,parallel,quadrat,20,7.5,7.8,NA,NA,left,16,7.5,no,bedrock,0,0,0,0,0,0,0,did not record start and end times for quadrat survey,,,,,,,
2024-05-30,wizard_N,rocky,KS,LN_KS,no,perpendicular,belt,NA,11.4,2,15:26,NA,right,NA,NA,no,sand,0,0,3,1,3,0,0,did not record transect length or end time for belt survey,,,,,,,
2024-05-30,wizard_N,rocky,KS,LN_KS,no,perpendicular,quadrat,NA,11.4,2,NA,NA,right,0,3,yes,bedrock,0,0,1,0,0,0,0,did not record transect length or start and end times for quadrat survey,,,,,,,
2024-05-30,wizard_N,rocky,KS,LN_KS,no,perpendicular,quadrat,NA,11.4,2,NA,NA,right,4,4.9,no,bedrock,0,0,0,0,0,0,0,did not record transect length or start and end times for quadrat survey,,,,,,,
2024-05-30,wizard_N,rocky,KS,LN_KS,no,perpendicular,quadrat,NA,11.4,2,NA,NA,right,8,7,no,bedrock,0,0,0,0,0,0,0,did not record transect length or start and end times for quadrat survey,,,,,,,
2024-05-30,wizard_N,rocky,KS,LN_KS,no,perpendicular,quadrat,NA,11.4,2,NA,NA,right,12,7.2,no,bedrock,0,0,1,0,0,0,0,did not record transect length or start and end times for quadrat survey,,,,,,,
2024-05-30,wizard_N,rocky,KS,LN_KS,no,parallel,belt,20,7.2,8.2,15:26,15:46,right,NA,NA,no,boulder,0,0,1,1,0,0,0,,,,,,,,
2024-05-30,wizard_N,rocky,KS,LN_KS,no,parallel,quadrat,20,7.2,8.2,15:46,16:16,right,0,7.9,no,boulder,0,0,0,0,0,0,0,did not record end time for quadrat survey,,,,,,,
2024-05-30,wizard_N,rocky,KS,LN_KS,no,parallel,quadrat,20,7.2,8.2,15:46,16:16,right,4,8.6,no,boulder,0,0,0,0,0,0,0,did not record end time for quadrat survey,,,,,,,
2024-05-30,wizard_N,rocky,KS,LN_KS,no,parallel,quadrat,20,7.2,8.2,15:46,16:16,right,8,8.5,no,boulder,0,0,0,0,0,0,0,did not record end time for quadrat survey,,,,,,,
2024-05-30,wizard_N,rocky,KS,LN_KS,no,parallel,quadrat,20,7.2,8.2,15:46,16:16,right,12,8.1,no,boulder,0,0,0,0,0,0,0,did not record end time for quadrat survey,,,,,,,
2024-05-30,wizard_N,rocky,KS,LN_KS,no,parallel,quadrat,20,7.2,8.2,15:46,16:16,right,16,8.1,no,boulder,0,0,0,0,0,0,0,did not record end time for quadrat survey,,,,,,,
2024-05-30,wizard_N,rocky,VK,VK_GS,yes,perpendicular,belt,50,11.3,2.4,15:10,15:28,left,NA,NA,no,bedrock,0,4,8,3,0,0,0,,,,,,,,
2024-05-30,wizard_N,rocky,VK,VK_GS,yes,perpendicular,quadrat,50,11.3,2.4,15:10,15:28,left,0,2.4,no,bedrock,0,0,1,1,0,0,0,,,,,,,,
2024-05-30,wizard_N,rocky,VK,VK_GS,yes,perpendicular,quadrat,50,11.3,2.4,15:10,15:28,left,4,4.4,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-30,wizard_N,rocky,VK,VK_GS,yes,perpendicular,quadrat,50,11.3,2.4,15:10,15:28,left,8,5.4,no,cobble,0,0,0,0,0,0,0,,,,,,,,
2024-05-30,wizard_N,rocky,VK,VK_GS,yes,perpendicular,quadrat,50,11.3,2.4,15:10,15:28,left,12,6,no,cobble,0,0,0,0,0,0,0,,,,,,,,
2024-05-30,wizard_N,rocky,VK,VK_GS,yes,perpendicular,quadrat,50,11.3,2.4,15:10,15:28,left,16,6.5,no,bedrock,0,0,1,2,0,0,0,,,,,,,,
2024-05-30,wizard_N,rocky,VK,VK_GS,yes,perpendicular,quadrat,50,11.3,2.4,15:10,15:28,left,20,7.5,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-30,wizard_N,rocky,VK,VK_GS,yes,perpendicular,quadrat,50,11.3,2.4,15:10,15:28,left,24,8,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-30,wizard_N,rocky,VK,VK_GS,yes,perpendicular,quadrat,50,11.3,2.4,15:10,15:28,left,28,9.1,no,sand,0,0,1,0,0,0,0,,,,,,,,
2024-05-30,wizard_N,rocky,VK,VK_GS,yes,perpendicular,quadrat,50,11.3,2.4,15:10,15:28,left,32,9.6,no,cobble,0,0,1,0,0,0,0,,,,,,,,
2024-05-30,wizard_N,rocky,VK,VK_GS,yes,perpendicular,quadrat,50,11.3,2.4,15:10,15:28,left,36,9.8,no,bedrock,0,0,0,1,0,0,0,,,,,,,,
2024-05-30,wizard_N,rocky,VK,VK_GS,yes,perpendicular,quadrat,50,11.3,2.4,15:10,15:28,left,40,10.1,no,bedrock,0,0,0,1,0,0,0,,,,,,,,
2024-05-30,wizard_N,rocky,VK,VK_GS,yes,perpendicular,quadrat,50,11.3,2.4,15:10,15:28,left,44,11,no,sand,0,0,0,0,0,0,0,,,,,,,,
2024-05-30,wizard_N,rocky,VK,VK_GS,yes,parallel,belt,20,7.5,7.3,17:19,17:31,left,NA,NA,no,bedrock,0,1,12,4,1,0,0,,,,,,,,
2024-05-30,wizard_N,rocky,VK,VK_GS,yes,parallel,quadrat,20,7.5,7.3,17:31,17:38,left,2,7.1,no,bedrock,0,0,1,1,0,0,0,,,,,,,,
2024-05-30,wizard_N,rocky,VK,VK_GS,yes,parallel,quadrat,20,7.5,7.3,17:31,17:38,left,6,6.9,no,bedrock,0,0,1,0,0,0,0,,,,,,,,
2024-05-30,wizard_N,rocky,VK,VK_GS,yes,parallel,quadrat,20,7.5,7.3,17:31,17:38,left,10,7.3,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-30,wizard_N,rocky,VK,VK_GS,yes,parallel,quadrat,20,7.5,7.3,17:31,17:38,left,14,7.3,no,bedrock,0,0,1,0,0,0,0,,,,,,,,
2024-05-30,wizard_N,rocky,VK,VK_GS,yes,parallel,quadrat,20,7.5,7.3,17:31,17:38,left,18,7.3,no,bedrock,0,1,1,0,0,0,0,,,,,,,,
2024-05-31,second_beach,rocky,SC,MB_SC,no,perpendicular,belt,60,8.7,3.3,9:41,10:04,right,NA,NA,no,bedrock,0,2,0,1,3,1,0,,,,,,,,
2024-05-31,second_beach,rocky,SC,MB_SC,no,perpendicular,quadrat,60,8.7,3.3,10:06,10:39,right,2,3.8,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,rocky,SC,MB_SC,no,perpendicular,quadrat,60,8.7,3.3,10:06,10:39,right,6,3.9,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,rocky,SC,MB_SC,no,perpendicular,quadrat,60,8.7,3.3,10:06,10:39,right,10,4.1,no,bedrock,0,1,1,0,0,0,0,,,,,,,,
2024-05-31,second_beach,rocky,SC,MB_SC,no,perpendicular,quadrat,60,8.7,3.3,10:06,10:39,right,14,5,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,rocky,SC,MB_SC,no,perpendicular,quadrat,60,8.7,3.3,10:06,10:39,right,18,5.3,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,rocky,SC,MB_SC,no,perpendicular,quadrat,60,8.7,3.3,10:06,10:39,right,22,5.8,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,rocky,SC,MB_SC,no,perpendicular,quadrat,60,8.7,3.3,10:06,10:39,right,26,5.9,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,rocky,SC,MB_SC,no,perpendicular,quadrat,60,8.7,3.3,10:06,10:39,right,30,6.4,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,rocky,SC,MB_SC,no,perpendicular,quadrat,60,8.7,3.3,10:06,10:39,right,34,6.6,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,rocky,SC,MB_SC,no,perpendicular,quadrat,60,8.7,3.3,10:06,10:39,right,38,6.9,no,cobble,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,rocky,SC,MB_SC,no,perpendicular,quadrat,60,8.7,3.3,10:06,10:39,right,42,7,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,rocky,SC,MB_SC,no,perpendicular,quadrat,60,8.7,3.3,10:06,10:39,right,46,7.5,no,bedrock,0,0,0,0,0,0,0,did not complete quadrats from 48-60m,,,,,,,
2024-05-31,second_beach,rocky,SC,MB_SC,no,parallel,belt,20,5.3,5.9,11:32,11:39,right,NA,NA,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,rocky,SC,MB_SC,no,parallel,quadrat,20,5.3,5.9,11:40,11:49,right,2,6.3,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,rocky,SC,MB_SC,no,parallel,quadrat,20,5.3,5.9,11:40,11:49,right,6,6,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,rocky,SC,MB_SC,no,parallel,quadrat,20,5.3,5.9,11:40,11:49,right,10,5.2,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,rocky,SC,MB_SC,no,parallel,quadrat,20,5.3,5.9,11:40,11:49,right,14,5.1,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,rocky,SC,MB_SC,no,parallel,quadrat,20,5.3,5.9,11:40,11:49,right,18,5.7,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,scotts_bay,rocky,SC,MB_SC,yes,perpendicular,belt,28,11,2,15:00,15:25,right,NA,NA,no,boulder,1,8,8,0,0,0,6,,,,,,,,
2024-05-31,scotts_bay,rocky,SC,MB_SC,yes,perpendicular,quadrat,28,11,2,15:25,15:45,right,2,2.5,no,boulder,0,0,2,0,0,0,0,,,,,,,,
